X=1;#1_RESERVE ZZSEQ FAULT
X=2485;#2485_R R JRDY WORK READY
X=2473;#2473_R R JRDY WORK READY
X=2494;#2494_RESERVE ZZSEQ FAULT
X=8287;#8287_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=2503;#2503_R R JRDY WORK READY
X=2493;#2493_R R JRDY WORK READY
X=2474;#2474_R R JRDY WORK READY
X=2499;#2499_R R JRDY WORK READY
X=7142;#7142_R LES CHANNEL EMERGENCY STOP ROBOT
X=2471;#2471_R R JRDY WORK READY
X=2495;#2495_RESERVE ZZSEQ FAULT
X=3049;#3049_RESERVE ZZSEQ FAULT
X=2500;#2500_R R JRDY WORK READY
X=1254;#1254_RESERVE ZZSEQ FAULT
X=1222;#1222_RESERVE ZZSEQ FAULT
X=1238;#1238_RESERVE ZZSEQ FAULT
X=2524;#2524_R R JRDY WORK READY
X=1417;#1417_RESERVE ZZSEQ FAULT
X=12180;#12180_FAULT
X=7562;#7562_THE M MODULESTATUS SAFETY FAULT ETHERNET PORTAO
X=7567;#7567_THE M MODULESTATUS FAULT ETHERNET TOOLTRAY SAFETY
X=2502;#2502_R R JRDY WORK READY
X=7155;#7155_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=2382;#2382_R TREQ TOOL R RELEASED
X=2338;#2338_R TREQ TOOL R RELEASED
X=7157;#7157_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=1307;#1307_RESERVE ZZSEQ FAULT
X=7547;#7547_THE M MODULESTATUS ETHERNET FAIL OPERATIONAL SAFETY
X=7220;#7220_XX R LES THE EMERGENCY STOP ROBOT
X=2521;#2521_R R JRDY WORK READY
X=7223;#7223_RESERVE ZZSEQ FAULT
X=2531;#2531_R R JRDY WORK READY
X=7222;#7222_RESERVE ZZSEQ FAULT
X=3334;#3334_ENABLE COMPLETE WELDING
X=1312;#1312_ZZSEQ INPOS AGUARD ABSENCE OF PECA B
X=809;#809_RESERVE ZZSEQ FAULT
X=813;#813_RESERVE ZZSEQ FAULT
X=7156;#7156_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=2514;#2514_R R JRDY WORK READY
X=1440;#1440_RESERVE ZZSEQ FAULT
X=790;#790_RESERVE ZZSEQ FAULT
X=2532;#2532_R R JRDY WORK READY
X=7225;#7225_RESERVE ZZSEQ FAULT
X=2522;#2522_R R JRDY WORK READY
X=2632;#2632_ZZROBOTT TYPEOK R PROGRAM NUMBER INCORRECT
X=7217;#7217_XX R LES THE EMERGENCY STOP ROBOT
X=829;#829_RESERVE ZZSEQ FAULT
X=7164;#7164_THE S EMERGENCY STOP PORTAO
X=857;#857_RESERVE ZZSEQ FAULT
X=7311;#7311_RESERVE ZZSEQ FAULT
X=919;#919_RESERVE ZZSEQ FAULT
X=1272;#1272_RESERVE ZZSEQ FAULT
X=3163;#3163_RESERVE ZZSEQ FAULT
X=922;#922_RESERVE ZZSEQ FAULT
X=2594;#2594_R R JRDY WORK READY
X=7221;#7221_XX R LES THE EMERGENCY STOP ROBOT
X=1372;#1372_RESERVE ZZSEQ FAULT
X=7203;#7203_R LES THE EMERGENCY STOP ROBOT
X=8339;#8339_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B P
X=7309;#7309_RESERVE ZZSEQ FAULT
X=7303;#7303_RESERVE ZZSEQ FAULT
X=9956;#9956_RESERVE ZZSEQ FAULT
X=7307;#7307_RESERVE ZZSEQ FAULT
X=2912;#2912_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=7308;#7308_RESERVE ZZSEQ FAULT
X=10183;#10183_RESERVE ZZSEQ FAULT
X=10201;#10201_FAULT
X=1293;#1293_RESERVE ZZSEQ FAULT
X=7305;#7305_RESERVE ZZSEQ FAULT
X=2659;#2659_R SERVP R MAINTENANCE POSITION
X=7929;#7929_X U R I DRIVESTATUS POWERFLEX DRIVE FAULT
X=7146;#7146_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=1323;#1323_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B P
X=851;#851_RESERVE ZZSEQ FAULT
X=7312;#7312_RESERVE ZZSEQ FAULT
X=7304;#7304_RESERVE ZZSEQ FAULT
X=1336;#1336_ZZSEQ INPOS AGUARD CLIP B GROUP CLOSED
X=1399;#1399_RESERVE ZZSEQ FAULT
X=2393;#2393_R TREQ TOOL R RELEASED
X=7302;#7302_RESERVE ZZSEQ FAULT
X=2323;#2323_R TREQ TOOL R RELEASED
X=2408;#2408_R TREQ TOOL R RELEASED
X=1250;#1250_RESERVE ZZSEQ FAULT
X=1224;#1224_RESERVE ZZSEQ FAULT
X=896;#896_RESERVE ZZSEQ FAULT
X=898;#898_RESERVE ZZSEQ FAULT
X=2789;#2789_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=844;#844_RESERVE ZZSEQ FAULT
X=1345;#1345_RESERVE ZZSEQ FAULT
X=2306;#2306_R TREQ TOOL R RELEASED
X=7719;#7719_RESERVE ZZSEQ FAULT
X=1340;#1340_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=3330;#3330_LOOKS RRR POSITION IN HOME PROGRAM REQUESTED AREA LI
X=1393;#1393_RESERVE ZZSEQ FAULT
X=7350;#7350_RESERVE ZZSEQ FAULT
X=1366;#1366_RESERVE ZZSEQ FAULT
X=3375;#3375_SPARE
X=2327;#2327_R TREQ TOOL R RELEASED
X=2627;#2627_ZZROBOTT TYPEOK R PROGRAM NUMBER INCORRECT
X=7059;#7059_XR VM MODULESTATUS ISLAND VALVE FAULT ETHERNET
X=7496;#7496_MODULESTATUS ETHERNET CONTROLLER R FAIL ROBOT
X=7346;#7346_RESERVE ZZSEQ FAULT
X=7344;#7344_RESERVE ZZSEQ FAULT
X=7348;#7348_RESERVE ZZSEQ FAULT
X=7723;#7723_RESERVE ZZSEQ FAULT
X=9856;#9856_W R RVZ END END OF LIFE ELECTRODE
X=7351;#7351_RESERVE ZZSEQ FAULT
X=7349;#7349_RESERVE ZZSEQ FAULT
X=7345;#7345_RESERVE ZZSEQ FAULT
X=9817;#9817_W S R RVZ WATER FLOW
X=7081;#7081_RESERVE ZZSEQ FAULT
X=7355;#7355_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7347;#7347_RESERVE ZZSEQ FAULT
X=7354;#7354_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=3086;#3086_RESERVE ZZSEQ FAULT
X=9866;#9866_W R RVZ END END OF LIFE ELECTRODE
X=7352;#7352_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7353;#7353_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=1446;#1446_RESERVE ZZSEQ FAULT
X=1380;#1380_RESERVE ZZSEQ FAULT
X=1317;#1317_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=7379;#7379_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7387;#7387_X R VM DIAG BYTE CIRCUIT OPEN DETECTED
X=9865;#9865_W R RVZ END END OF LIFE ELECTRODE
X=7402;#7402_X R VM DIAG BYTE CIRCUIT OPEN DETECTED
X=7376;#7376_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=4284;#4284_MODEL
X=7390;#7390_X R VM DIAG BYTE CIRCUIT OPEN DETECTED
X=7369;#7369_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7370;#7370_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=1411;#1411_RESERVE ZZSEQ FAULT
X=1320;#1320_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=7371;#7371_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7397;#7397_XR VM DIAG BYTE SHORT CIRCUIT OUTPUT VAUVULA DETECTED
X=3060;#3060_RESERVE ZZSEQ FAULT
X=7388;#7388_XR VM DIAG BYTE SHORT CIRCUIT OUTPUT VAUVULA DETECTED
X=7368;#7368_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=860;#860_RESERVE ZZSEQ FAULT
X=7383;#7383_RESERVE ZZSEQ FAULT
X=7365;#7365_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7384;#7384_X NVM DIAG BYTE CIRCUIT OPEN DETECTED
X=7358;#7358_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7361;#7361_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7377;#7377_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=1350;#1350_RESERVE ZZSEQ FAULT
X=7372;#7372_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7378;#7378_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7386;#7386_X NVM DIAG BYTE POWER SUPPLY FAILURE DETECTED
X=7367;#7367_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7398;#7398_X R VM DIAG BYTE POWER SUPPLY FAILURE DETECTED
X=7373;#7373_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=10198;#10198_RESERVE ZZSEQ FAULT
X=9821;#9821_W S R RVZ WATER FLOW
X=8314;#8314_ZZSEQ INPOS AGUARD PIN GROUP B P INDENTED
X=1349;#1349_RESERVE ZZSEQ FAULT
X=9987;#9987_RESERVE ZZSEQ FAULT
X=7588;#7588_RESERVE ZZSEQ FAULT
X=7374;#7374_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7357;#7357_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7404;#7404_X R VM DIAG BYTE POWER SUPPLY FAILURE DETECTED
X=7597;#7597_RESERVE ZZSEQ FAULT
X=7375;#7375_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7598;#7598_RESERVE ZZSEQ FAULT
X=7380;#7380_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7385;#7385_X NVM DIAG BYTE SHORT CIRCUIT OUTPUT VAUVULA DETECTED
X=8368;#8368_RESERVE ZZSEQ FAULT
X=1389;#1389_RESERVE ZZSEQ FAULT
X=7591;#7591_RESERVE ZZSEQ FAULT
X=7401;#7401_X R VM DIAG BYTE POWER SUPPLY FAILURE DETECTED
X=7359;#7359_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7364;#7364_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7589;#7589_RESERVE ZZSEQ FAULT
X=7381;#7381_XX R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=885;#885_RESERVE ZZSEQ FAULT
X=7592;#7592_RESERVE ZZSEQ FAULT
X=9812;#9812_W S R RVZ WATER FLOW
X=7366;#7366_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=8885;#8885_RESERVE ZZSEQ FAULT
X=7638;#7638_RESERVE ZZSEQ FAULT
X=1447;#1447_RESERVE ZZSEQ FAULT
X=7646;#7646_RESERVE ZZSEQ FAULT
X=7590;#7590_RESERVE ZZSEQ FAULT
X=7642;#7642_RESERVE ZZSEQ FAULT
X=7593;#7593_RESERVE ZZSEQ FAULT
X=7596;#7596_RESERVE ZZSEQ FAULT
X=7362;#7362_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=7602;#7602_RESERVE ZZSEQ FAULT
X=7356;#7356_R APPESTOPROUT THE EMERGENCY STOP TIMER WELDING
X=9996;#9996_RESERVE ZZSEQ FAULT
X=7587;#7587_RESERVE ZZSEQ FAULT
X=1409;#1409_RESERVE ZZSEQ FAULT
X=10064;#10064_RESERVE ZZSEQ FAULT
X=7640;#7640_X U RETURNOT TRAY TOOL FIXTURE AT WORK POSITION
X=7648;#7648_RESERVE ZZSEQ FAULT
X=10181;#10181_RESERVE ZZSEQ FAULT
X=10069;#10069_RESERVE ZZSEQ FAULT
X=2944;#2944_W CHG REPLACEMENT ELECTRODE
X=8604;#8604_RESERVE ZZSEQ FAULT
X=9794;#9794_R RVZ CALIPER TEMPERATURE EXCEEDED
X=8656;#8656_RESERVE ZZSEQ FAULT
X=1439;#1439_RESERVE ZZSEQ FAULT
X=12086;#12086_FAULT
X=10185;#10185_RESERVE ZZSEQ FAULT
X=10066;#10066_RESERVE ZZSEQ FAULT
X=888;#888_RESERVE ZZSEQ FAULT
X=9913;#9913_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=7643;#7643_RESERVE ZZSEQ FAULT
X=9982;#9982_RESERVE ZZSEQ FAULT
X=9983;#9983_RESERVE ZZSEQ FAULT
X=10095;#10095_RESERVE ZZSEQ FAULT
X=926;#926_RESERVE ZZSEQ FAULT
X=7748;#7748_RESERVE ZZSEQ FAULT
X=8423;#8423_RESERVE ZZSEQ FAULT
X=1356;#1356_RESERVE ZZSEQ FAULT
X=7738;#7738_RESERVE ZZSEQ FAULT
X=9993;#9993_RESERVE ZZSEQ FAULT
X=7746;#7746_RESERVE ZZSEQ FAULT
X=9902;#9902_R RVZ WITHOUT WELDING
X=838;#838_RESERVE ZZSEQ FAULT
X=8430;#8430_RESERVE ZZSEQ FAULT
X=10086;#10086_RESERVE ZZSEQ FAULT
X=878;#878_RESERVE ZZSEQ FAULT
X=7741;#7741_RESERVE ZZSEQ FAULT
X=1416;#1416_RESERVE ZZSEQ FAULT
X=7739;#7739_RESERVE ZZSEQ FAULT
X=10078;#10078_RESERVE ZZSEQ FAULT
X=1373;#1373_RESERVE ZZSEQ FAULT
X=8380;#8380_RESERVE ZZSEQ FAULT
X=1927;#1927_R R AUTO AUTOMATIC MODE
X=781;#781_RESERVE ZZSEQ FAULT
X=895;#895_RESERVE ZZSEQ FAULT
X=7737;#7737_RESERVE ZZSEQ FAULT
X=2603;#2603_R R JRDY WORK READY
X=1379;#1379_RESERVE ZZSEQ FAULT
X=940;#940_RESERVE ZZSEQ FAULT
X=1400;#1400_RESERVE ZZSEQ FAULT
X=7837;#7837_RESERVE ZZSEQ FAULT
X=7743;#7743_RESERVE ZZSEQ FAULT
X=1099;#1099_RESERVE ZZSEQ FAULT
X=2813;#2813_W S R RVZ WATER FLOW
X=7843;#7843_RESERVE ZZSEQ FAULT
X=7852;#7852_RESERVE ZZSEQ FAULT
X=7847;#7847_RESERVE ZZSEQ FAULT
X=7857;#7857_RESERVE ZZSEQ FAULT
X=7848;#7848_RESERVE ZZSEQ FAULT
X=7840;#7840_RESERVE ZZSEQ FAULT
X=7865;#7865_RESERVE ZZSEQ FAULT
X=1329;#1329_ZZSEQ INPOS AGUARD PIN GROUP B P ADVANCED
X=7845;#7845_RESERVE ZZSEQ FAULT
X=7862;#7862_RESERVE ZZSEQ FAULT
X=1420;#1420_RESERVE ZZSEQ FAULT
X=7854;#7854_RESERVE ZZSEQ FAULT
X=1044;#1044_RESERVE ZZSEQ FAULT
X=9923;#9923_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2845;#2845_R RVZ AIR PRESSURE
X=7839;#7839_RESERVE ZZSEQ FAULT
X=7864;#7864_RESERVE ZZSEQ FAULT
X=7856;#7856_RESERVE ZZSEQ FAULT
X=7873;#7873_RESERVE ZZSEQ FAULT
X=2970;#2970_RESERVE ZZSEQ FAULT
X=942;#942_RESERVE ZZSEQ FAULT
X=1621;#1621_RESERVE ZZSEQ FAULT
X=8373;#8373_RESERVE ZZSEQ FAULT
X=7853;#7853_RESERVE ZZSEQ FAULT
X=7825;#7825_RESERVE ZZSEQ FAULT
X=7827;#7827_RESERVE ZZSEQ FAULT
X=7861;#7861_RESERVE ZZSEQ FAULT
X=894;#894_RESERVE ZZSEQ FAULT
X=2536;#2536_R R JRDY WORK READY
X=7813;#7813_RESERVE ZZSEQ FAULT
X=7838;#7838_RESERVE ZZSEQ FAULT
X=7819;#7819_RESERVE ZZSEQ FAULT
X=7832;#7832_RESERVE ZZSEQ FAULT
X=7870;#7870_RESERVE ZZSEQ FAULT
X=7849;#7849_RESERVE ZZSEQ FAULT
X=7919;#7919_RESERVE ZZSEQ FAULT
X=7833;#7833_RESERVE ZZSEQ FAULT
X=7817;#7817_RESERVE ZZSEQ FAULT
X=7842;#7842_RESERVE ZZSEQ FAULT
X=7868;#7868_RESERVE ZZSEQ FAULT
X=7918;#7918_RESERVE ZZSEQ FAULT
X=7914;#7914_RESERVE ZZSEQ FAULT
X=7863;#7863_RESERVE ZZSEQ FAULT
X=7841;#7841_RESERVE ZZSEQ FAULT
X=7844;#7844_RESERVE ZZSEQ FAULT
X=7915;#7915_RESERVE ZZSEQ FAULT
X=7908;#7908_RESERVE ZZSEQ FAULT
X=7950;#7950_RESERVE ZZSEQ FAULT
X=7925;#7925_RESERVE ZZSEQ FAULT
X=7920;#7920_RESERVE ZZSEQ FAULT
X=7911;#7911_RESERVE ZZSEQ FAULT
X=7821;#7821_RESERVE ZZSEQ FAULT
X=7904;#7904_RESERVE ZZSEQ FAULT
X=7907;#7907_RESERVE ZZSEQ FAULT
X=7916;#7916_RESERVE ZZSEQ FAULT
X=1914;#1914_RESERVE ZZSEQ FAULT
X=1321;#1321_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B P
X=7824;#7824_RESERVE ZZSEQ FAULT
X=7917;#7917_RESERVE ZZSEQ FAULT
X=7903;#7903_RESERVE ZZSEQ FAULT
X=7926;#7926_RESERVE ZZSEQ FAULT
X=7942;#7942_RESERVE ZZSEQ FAULT
X=7931;#7931_RESERVE ZZSEQ FAULT
X=1917;#1917_RESERVE ZZSEQ FAULT
X=928;#928_X U I FAULTSTATUS POWERFLEX DRIVE FAULT
X=7855;#7855_RESERVE ZZSEQ FAULT
X=7928;#7928_X U I FAULTSTATUS POWERFLEX DRIVE FAULT
X=7922;#7922_RESERVE ZZSEQ FAULT
X=7912;#7912_RESERVE ZZSEQ FAULT
X=7829;#7829_RESERVE ZZSEQ FAULT
X=7953;#7953_RESERVE ZZSEQ FAULT
X=7941;#7941_RESERVE ZZSEQ FAULT
X=7945;#7945_RESERVE ZZSEQ FAULT
X=7909;#7909_RESERVE ZZSEQ FAULT
X=7951;#7951_RESERVE ZZSEQ FAULT
X=1913;#1913_RESERVE ZZSEQ FAULT
X=9994;#9994_RESERVE ZZSEQ FAULT
X=2518;#2518_R R JRDY WORK READY
X=7952;#7952_RESERVE ZZSEQ FAULT
X=7938;#7938_RESERVE ZZSEQ FAULT
X=7936;#7936_RESERVE ZZSEQ FAULT
X=7927;#7927_RESERVE ZZSEQ FAULT
X=7921;#7921_RESERVE ZZSEQ FAULT
X=1318;#1318_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=7943;#7943_RESERVE ZZSEQ FAULT
X=7924;#7924_RESERVE ZZSEQ FAULT
X=7937;#7937_RESERVE ZZSEQ FAULT
X=9901;#9901_R RVZ WITHOUT WELDING
X=7850;#7850_RESERVE ZZSEQ FAULT
X=10199;#10199_ZZSEQ FMODEDISABLED ZENTRALER MODUS AUSGESCHALLTET
X=8328;#8328_ZZSEQ INPOS AGUARD PRESENCE OF PECA B
X=10065;#10065_RESERVE ZZSEQ FAULT
X=1916;#1916_RESERVE ZZSEQ FAULT
X=7933;#7933_RESERVE ZZSEQ FAULT
X=10040;#10040_RESERVE ZZSEQ FAULT
X=7846;#7846_RESERVE ZZSEQ FAULT
X=2515;#2515_R R JRDY WORK READY
X=1900;#1900_W RC R WELD COUNTER RESET CONFIRMATION
X=2475;#2475_R R JRDY WORK READY
X=10062;#10062_RESERVE ZZSEQ FAULT
X=7955;#7955_RESERVE ZZSEQ FAULT
X=9804;#9804_W S R RVZ WATER FLOW
X=7948;#7948_RESERVE ZZSEQ FAULT
X=7940;#7940_RESERVE ZZSEQ FAULT
X=7906;#7906_RESERVE ZZSEQ FAULT
X=7932;#7932_RESERVE ZZSEQ FAULT
X=1912;#1912_RESERVE ZZSEQ FAULT
X=7923;#7923_RESERVE ZZSEQ FAULT
X=9986;#9986_RESERVE ZZSEQ FAULT
X=1918;#1918_RESERVE ZZSEQ FAULT
X=1909;#1909_R SOLDAOFF WELD IS DESELECTED
X=1915;#1915_RESERVE ZZSEQ FAULT
X=1905;#1905_R DESEL ROBOTT DESELECTED
X=10054;#10054_RESERVE ZZSEQ FAULT
X=1299;#1299_ZZSEQ INPOS AGUARD CLIP B GROUP CLOSED
X=10044;#10044_R WELDING WELDING READY
X=1341;#1341_ZZSEQ INPOS AGUARD GROUP B ROCKER INDENTED
X=2711;#2711_PROC W R RVZ FAILURE OF WELDING
X=1923;#1923_R R AUTO AUTOMATIC MODE
X=5047;#5047_FAULT
X=1921;#1921_R R AUTO AUTOMATIC MODE
X=1908;#1908_R SOLDAOFF WELD IS DESELECTED
X=9908;#9908_R RVZ WITHOUT WELDING
X=1911;#1911_RESERVE ZZSEQ FAULT
X=5054;#5054_HOME R
X=5044;#5044_FAULT
X=3008;#3008_THE S STARTER BUTTON
X=7930;#7930_X U R I DRIVESTATUS TOOL TRAY DRIVE OK
X=5043;#5043_PULLTIP BYPASS R
X=1448;#1448_RESERVE ZZSEQ FAULT
X=5051;#5051_FAULT
X=1836;#1836_RESERVE ZZSEQ FAULT
X=5060;#5060_FAULT
X=5048;#5048_FAULT
X=5056;#5056_FAULT
X=5053;#5053_HOME R
X=8888;#8888_CONFIRMS R DESELECTION
X=5052;#5052_HOME R
X=3069;#3069_RESERVE ZZSEQ FAULT
X=1332;#1332_ZZSEQ INPOS AGUARD CLIP B GROUP CLOSED
X=5055;#5055_FAULT
X=1902;#1902_W RC R WELD COUNTER RESET CONFIRMATION
X=9617;#9617_R R JRDY WORK READY
X=5046;#5046_FAULT
X=5073;#5073_FAULT
X=5071;#5071_FAULT
X=5069;#5069_FAULT
X=1429;#1429_RESERVE ZZSEQ FAULT
X=5063;#5063_WELD COMPLETE R
X=5057;#5057_FAULT
X=5059;#5059_FAULT
X=5067;#5067_FAULT
X=5066;#5066_FAULT
X=5072;#5072_FAULT
X=5127;#5127_FAULT
X=5058;#5058_FAULT
X=5050;#5050_FAULT
X=5068;#5068_FAULT
X=5075;#5075_FAULT
X=5133;#5133_FAULT
X=1919;#1919_RESERVE ZZSEQ FAULT
X=2136;#2136_R R AREL AREA RELEASED
X=12147;#12147_FAULT
X=5070;#5070_FAULT
X=1060;#1060_RESERVE ZZSEQ FAULT
X=7210;#7210_XX R LES THE EMERGENCY STOP ROBOT
X=5131;#5131_FAULT
X=5137;#5137_FAULT
X=5135;#5135_FAULT
X=9960;#9960_RESERVE ZZSEQ FAULT
X=1906;#1906_RESERVE ZZSEQ FAULT
X=5136;#5136_FAULT
X=1920;#1920_R R AUTO AUTOMATIC MODE
X=5138;#5138_FAULT
X=5132;#5132_FAULT
X=8249;#8249_RESERVE ZZSEQ FAULT
X=1910;#1910_R SOLDAOFF WELD IS DESELECTED
X=12181;#12181_FAULT
X=5202;#5202_FAULT
X=5217;#5217_FAULT
X=5212;#5212_FAULT
X=9981;#9981_RESERVE ZZSEQ FAULT
X=5201;#5201_FAULT
X=5134;#5134_FAULT
X=5215;#5215_FAULT
X=5211;#5211_FAULT
X=5213;#5213_FAULT
X=5197;#5197_FAULT
X=5128;#5128_FAULT
X=5214;#5214_FAULT
X=5203;#5203_FAULT
X=5196;#5196_FAULT
X=5205;#5205_FAULT
X=2128;#2128_R R AREL AREA RELEASED
X=5207;#5207_FAULT
X=2120;#2120_R R AREL AREA RELEASED
X=5229;#5229_FAULT
X=13012;#13012_ENABLE
X=2123;#2123_R R AREL AREA RELEASED
X=5228;#5228_FAULT
X=5225;#5225_FAULT
X=2604;#2604_R R JRDY WORK READY
X=5224;#5224_FAULT
X=2117;#2117_R R AREL AREA RELEASED
X=9675;#9675_R DESELECTED
X=5232;#5232_FAULT
X=453;#453_RESERVE ZZSEQ FAULT
X=2125;#2125_R R AREL AREA RELEASED
X=5198;#5198_FAULT
X=5236;#5236_FAULT
X=2122;#2122_R R AREL AREA RELEASED
X=5231;#5231_FAULT
X=7430;#7430_R VM BYT DIAGNOSTIC FAILURE OF POWER SUPPLY DETECTED
X=5250;#5250_FAULT
X=7760;#7760_RESERVE ZZSEQ FAULT
X=8896;#8896_CONFIRMS R DESELECTION
X=5238;#5238_FAULT
X=5263;#5263_FAULT
X=5253;#5253_FAULT
X=2116;#2116_R R AREL AREA RELEASED
X=10067;#10067_RESERVE ZZSEQ FAULT
X=5247;#5247_FAULT
X=10050;#10050_RESERVE ZZSEQ FAULT
X=5264;#5264_FAULT
X=5256;#5256_FAULT
X=719;#719_RESERVE ZZSEQ FAULT
X=10193;#10193_RESERVE ZZSEQ FAULT
X=2127;#2127_R R AREL AREA RELEASED
X=5262;#5262_FAULT
X=5230;#5230_FAULT
X=5065;#5065_FAULT
X=2119;#2119_R R AREL AREA RELEASED
X=5255;#5255_FAULT
X=9903;#9903_R RVZ WITHOUT WELDING
X=2121;#2121_R R AREL AREA RELEASED
X=2176;#2176_R R AREL AREA RELEASED
X=5209;#5209_FAULT
X=5254;#5254_FAULT
X=5252;#5252_FAULT
X=8337;#8337_ZZSEQ INPOS AGUARD GROUP CLIP B P CLOSED
X=5246;#5246_FAULT
X=10072;#10072_ZZSEQ AWAITING RELEASE TOOL FREE P WELD
X=3165;#3165_RESERVE ZZSEQ FAULT
X=3162;#3162_RESERVE ZZSEQ FAULT
X=5233;#5233_FAULT
X=2167;#2167_R R AREL AREA RELEASED
X=1283;#1283_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=2124;#2124_R R AREL AREA RELEASED
X=1342;#1342_ZZSEQ INPOS AGUARD GROUP B ROCKER INDENTED
X=2293;#2293_R TREQ TOOL R RELEASED
X=5265;#5265_FAULT
X=5257;#5257_FAULT
X=5277;#5277_FAULT
X=5280;#5280_FAULT
X=5272;#5272_FAULT
X=5278;#5278_FAULT
X=8388;#8388_RESERVE ZZSEQ FAULT
X=10053;#10053_RESERVE ZZSEQ FAULT
X=5282;#5282_FAULT
X=5274;#5274_FAULT
X=5208;#5208_FAULT
X=5271;#5271_FAULT
X=9909;#9909_R RVZ WITHOUT WELDING
X=2873;#2873_W TRQ R RVZ MILL REQUIRED
X=5267;#5267_FAULT
X=5273;#5273_FAULT
X=5258;#5258_FAULT
X=5281;#5281_SELECTION MODEL
X=1030;#1030_RESERVE ZZSEQ FAULT
X=2126;#2126_R R AREL AREA RELEASED
X=12084;#12084_FAULT
X=5227;#5227_FAULT
X=5235;#5235_FAULT
X=5259;#5259_FAULT
X=5251;#5251_FAULT
X=5283;#5283_MODEL B
X=2118;#2118_R R AREL AREA RELEASED
X=2695;#2695_W R RVZ TIMER RDY READY
X=2599;#2599_R R JRDY WORK READY
X=7238;#7238_RESERVE ZZSEQ FAULT
X=7243;#7243_RESERVE ZZSEQ FAULT
X=7244;#7244_RESERVE ZZSEQ FAULT
X=2630;#2630_ZZROBOTT TYPEOK R PROGRAM NUMBER INCORRECT
X=2634;#2634_RESERVE ZZSEQ FAULT
X=8906;#8906_RESERVE ZZSEQ FAULT
X=2635;#2635_RESERVE ZZSEQ FAULT
X=7247;#7247_RESERVE ZZSEQ FAULT
X=7239;#7239_RESERVE ZZSEQ FAULT
X=7248;#7248_RESERVE ZZSEQ FAULT
X=2633;#2633_ZZROBOTT TYPEOK R PROGRAM NUMBER INCORRECT
X=7246;#7246_RESERVE ZZSEQ FAULT
X=7245;#7245_RESERVE ZZSEQ FAULT
X=7251;#7251_PLC PLC IN SFTY ESTOP ESTOP
X=7242;#7242_RESERVE ZZSEQ FAULT
X=7253;#7253_PLC PLC IN SFTY ESTOP ESTOP
X=2628;#2628_ZZROBOTT TYPEOK R PROGRAM NUMBER INCORRECT
X=7252;#7252_SFTY RUNMODE PLC PLC IN RUN IN
X=7240;#7240_RESERVE ZZSEQ FAULT
X=2212;#2212_R R AREL AREA RELEASED
X=2213;#2213_R R AREL AREA RELEASED
